,max_eff,eutax,neighbor_influence,tax_influence,member_trade_multiplier,tax_distribution
0,0.439453125,0.14833984375,0.1037109375,0.1353515625,1.2083007812500002,1.162890625
1,0.091796875,0.14833984375,0.1037109375,0.1353515625,1.2083007812500002,1.162890625
2,0.439453125,0.54970703125,0.1037109375,0.1353515625,1.2083007812500002,1.162890625
3,0.439453125,0.14833984375,0.10019531250000001,0.1353515625,1.2083007812500002,1.162890625
4,0.439453125,0.14833984375,0.1037109375,0.013867187500000001,1.2083007812500002,1.162890625
5,0.439453125,0.14833984375,0.1037109375,0.1353515625,0.9934570312500001,1.162890625
6,0.439453125,0.14833984375,0.1037109375,0.1353515625,1.2083007812500002,0.901953125
7,0.091796875,0.54970703125,0.10019531250000001,0.013867187500000001,0.9934570312500001,0.901953125
8,1.439453125,0.39833984375,0.0037109375000000003,0.0353515625,1.75830078125,0.962890625
9,1.091796875,0.39833984375,0.0037109375000000003,0.0353515625,1.75830078125,0.962890625
10,1.439453125,0.29970703125,0.0037109375000000003,0.0353515625,1.75830078125,0.962890625
11,1.439453125,0.39833984375,0.0001953125,0.0353515625,1.75830078125,0.962890625
12,1.439453125,0.39833984375,0.0037109375000000003,0.11386718750000001,1.75830078125,0.962890625
13,1.439453125,0.39833984375,0.0037109375000000003,0.0353515625,1.54345703125,0.962890625
14,1.439453125,0.39833984375,0.0037109375000000003,0.0353515625,1.75830078125,1.101953125
15,1.091796875,0.29970703125,0.0001953125,0.11386718750000001,1.54345703125,1.101953125
16,1.939453125,0.27333984375,0.1537109375,0.1853515625,1.48330078125,0.862890625
17,0.591796875,0.27333984375,0.1537109375,0.1853515625,1.48330078125,0.862890625
18,1.939453125,0.17470703125,0.1537109375,0.1853515625,1.48330078125,0.862890625
19,1.939453125,0.27333984375,0.050195312500000006,0.1853515625,1.48330078125,0.862890625
20,1.939453125,0.27333984375,0.1537109375,0.1638671875,1.48330078125,0.862890625
21,1.939453125,0.27333984375,0.1537109375,0.1853515625,1.8184570312500001,0.862890625
22,1.939453125,0.27333984375,0.1537109375,0.1853515625,1.48330078125,1.001953125
23,0.591796875,0.17470703125,0.050195312500000006,0.1638671875,1.8184570312500001,1.001953125
24,0.939453125,0.52333984375,0.0537109375,0.0853515625,0.93330078125,1.062890625
25,1.591796875,0.52333984375,0.0537109375,0.0853515625,0.93330078125,1.062890625
26,0.939453125,0.42470703125,0.0537109375,0.0853515625,0.93330078125,1.062890625
27,0.939453125,0.52333984375,0.1501953125,0.0853515625,0.93330078125,1.062890625
28,0.939453125,0.52333984375,0.0537109375,0.0638671875,0.93330078125,1.062890625
29,0.939453125,0.52333984375,0.0537109375,0.0853515625,1.26845703125,1.062890625
30,0.939453125,0.52333984375,0.0537109375,0.0853515625,0.93330078125,0.801953125
31,1.591796875,0.42470703125,0.1501953125,0.0638671875,1.26845703125,0.801953125
32,0.689453125,0.33583984375,0.028710937500000002,0.060351562500000004,1.07080078125,1.112890625
33,0.841796875,0.33583984375,0.028710937500000002,0.060351562500000004,1.07080078125,1.112890625
34,0.689453125,0.11220703125,0.028710937500000002,0.060351562500000004,1.07080078125,1.112890625
35,0.689453125,0.33583984375,0.0751953125,0.060351562500000004,1.07080078125,1.112890625
36,0.689453125,0.33583984375,0.028710937500000002,0.13886718750000002,1.07080078125,1.112890625
37,0.689453125,0.33583984375,0.028710937500000002,0.060351562500000004,1.95595703125,1.112890625
38,0.689453125,0.33583984375,0.028710937500000002,0.060351562500000004,1.07080078125,0.8519531250000001
39,0.841796875,0.11220703125,0.0751953125,0.13886718750000002,1.95595703125,0.8519531250000001
40,1.689453125,0.58583984375,0.1287109375,0.16035156250000002,1.62080078125,0.9128906250000001
41,1.841796875,0.58583984375,0.1287109375,0.16035156250000002,1.62080078125,0.9128906250000001
42,1.689453125,0.36220703125,0.1287109375,0.16035156250000002,1.62080078125,0.9128906250000001
43,1.689453125,0.58583984375,0.1751953125,0.16035156250000002,1.62080078125,0.9128906250000001
44,1.689453125,0.58583984375,0.1287109375,0.038867187500000004,1.62080078125,0.9128906250000001
45,1.689453125,0.58583984375,0.1287109375,0.16035156250000002,1.40595703125,0.9128906250000001
46,1.689453125,0.58583984375,0.1287109375,0.16035156250000002,1.62080078125,1.051953125
47,1.841796875,0.36220703125,0.1751953125,0.038867187500000004,1.40595703125,1.051953125
48,1.189453125,0.21083984375,0.07871093750000001,0.010351562500000001,1.8958007812500002,0.8128906250000001
49,0.341796875,0.21083984375,0.07871093750000001,0.010351562500000001,1.8958007812500002,0.8128906250000001
50,1.189453125,0.48720703125,0.07871093750000001,0.010351562500000001,1.8958007812500002,0.8128906250000001
51,1.189453125,0.21083984375,0.12519531250000002,0.010351562500000001,1.8958007812500002,0.8128906250000001
52,1.189453125,0.21083984375,0.07871093750000001,0.0888671875,1.8958007812500002,0.8128906250000001
